"VEH_ID","DATE","TIME","SPEED","ACCEL","location","Vehicle Type","Make","Model","Year","Fuel Type","Zip","Weight Rating","Registered Weight","Last Emissions Date","CO_g_kg","HC_g_kg","NO_g_kg","NH3_g_kg","NO2_g_kg"
1,"7/12/2022","10:00:06",NA,NA,"Univ Ave","Truck","RAM","2500","2018","Gasoline","84042","b. 6,001 - 10,000","10000",2020-12-10,-25.7571955037183,9.92170944751288,-0.161336279528785,-0.0745826485190084,NA
2,"7/12/2022","10:00:48",33.2,0.924,"Univ Ave","Truck","GENERAL MOTORS CORP.","SIERRA","2017","Gasoline","84663","b. 6,001 - 10,000","10000",2021-09-25,2.53746093645664,-6.67371304941753,-0.0815612443861062,0.103787875897174,NA
3,"7/12/2022","10:02:05",32.6,-0.054,"Univ Ave","Passenger Vehicle","CHEVROLET","K15/BLAZER/SUBURBAN","2002","Gasoline","84010","a. 6,000 and less","6000",2022-01-06,34.5207968334307,19.7817885184052,0.58260797018827,0.237956190846983,0.882671931922467
4,"7/12/2022","10:02:18",NA,NA,"Univ Ave","Passenger Vehicle","HONDA","PILOT","2011","Gasoline","84045","a. 6,000 and less","6000",2022-02-10,10.7451282119311,-0.37522669946426,0.477561253863603,0.360018647629913,NA
5,"7/12/2022","10:02:31",36.1,1.727,"Univ Ave","Truck","RAM","1500 CLASSIC","2020","Gasoline","84047","b. 6,001 - 10,000","8000",NA,-9.8115642052633,-11.6586727699332,0.754588010306943,0.17789460344768,1.13274604753328
6,"7/12/2022","10:02:34",31.7,0.425,"Univ Ave","Truck","JEEP","GRAND CHEROKEE","2015","Gasoline","84042","b. 6,001 - 10,000","8000",2022-04-26,-3.94586276289311,11.2851675018743,0.481958951753372,0.159713492783769,-0.780059488578606
7,"7/12/2022","10:03:38",NA,NA,"Univ Ave","Truck","FORD","F150","2018","Gasoline","84604","b. 6,001 - 10,000","10000",2020-08-26,-22.94832623981,-1.59342198807983,-0.0128655483487307,3.03688886262835,-0.324402419104291
8,"7/12/2022","10:03:40",36.2,1.388,"Univ Ave","Passenger Vehicle","TOYOTA","COROLLA/S/LE/XLE","2010","Gasoline","84604","a. 6,000 and less","6000",2022-08-06,7.50424582329476,8.44086597868343,0.321610535284061,0.0303743283323835,NA
9,"7/12/2022","10:03:56",28.8,0.623,"Univ Ave","Passenger Vehicle","BMW","328","2016","Gasoline","84041","a. 6,000 and less","6000",2021-04-07,-27.9322213396876,7.90498884224063,0.426926131850675,0.377756344793676,1.07870948220432
10,"7/12/2022","10:04:04",30.8,1.047,"Univ Ave","Truck","ACURA","RDX","2017","Gasoline","84604","a. 6,000 and less","6000",2021-07-06,13.4353175922847,-3.97168511568245,-0.00285049170981994,0.409473134115635,0.900375314741793
11,"7/12/2022","10:04:35",36.7,1.064,"Univ Ave","Passenger Vehicle","GEO","PRIZM/LSI","1991","Gasoline","84606","a. 6,000 and less","6000",2022-05-20,142.016817445228,28.3523242015541,39.6643619997922,0.130150183103444,NA
12,"7/12/2022","10:04:45",33.1,1.056,"Univ Ave","Passenger Vehicle","NISSAN","ALTIMA/3.5SV/3.5SL","2013","Gasoline","84651","a. 6,000 and less","6000",2022-01-21,27.3674141779148,-4.63462034829874,0.328807524710384,3.95313947132685,-0.491076173268755
13,"7/12/2022","10:05:42",NA,NA,"Univ Ave","Passenger Vehicle","CHEVROLET","TAHOE","2007","Gasoline","84045","a. 6,000 and less","6000",2021-08-25,133.796743930802,-2.9566691181137,0.867961578234137,1.1717014660151,1.15485554506121
14,"7/12/2022","10:05:44",25.3,0.015,"Univ Ave","Passenger Vehicle","CHEVROLET","CRUZE LS","2013","Gasoline","84003","a. 6,000 and less","6000",2022-02-19,35.0792952129433,-10.228444144654,0.573063445697594,0.682674334188879,0.922522584320832
15,"7/12/2022","10:06:09",39.1,-0.498,"Univ Ave","Passenger Vehicle","BUICK","REGAL","1984","Gasoline","84601","a. 6,000 and less","6000",NA,452.848026471283,247.655062970591,3.09045480636121,1.72370597967384,NA
16,"7/12/2022","10:06:49",39.7,4.008,"Univ Ave","Truck","HONDA","PILOT","2004","Gasoline","84096","a. 6,000 and less","6000",2022-01-20,84.6537309136584,3.20745864976458,1.03597549920281,3.89567908964996,NA
17,"7/12/2022","10:07:42",37.9,0.982,"Univ Ave","Truck","JEEP","CHEROKEE","2017","Gasoline","84653","a. 6,000 and less","6000",2021-03-08,2.86783204932671,21.5497093992264,9.1873048151645,0.338739382969175,NA
18,"7/12/2022","10:08:03",26.7,1.651,"Univ Ave","Passenger Vehicle","TOYOTA","SIENNA","2002","Gasoline","84047","a. 6,000 and less","6000",2019-06-18,-0.132860350485605,-0.459317211678804,0.189325999441987,0.0395259542694674,0.377608096130158
19,"7/12/2022","10:09:01",37.9,0.425,"Univ Ave","Passenger Vehicle","TOYOTA","AVALON","2022","Gasoline","84116","a. 6,000 and less","6000",NA,-1.85543509953084,2.62411535505076,0.421732824918872,0.605903691558528,NA
20,"7/12/2022","10:09:34",36.1,-0.101,"Univ Ave","Truck","HONDA","ODYSSEY","2020","Gasoline","84651","b. 6,001 - 10,000","8000",NA,14.9322761810373,3.1148237292935,0.0693756194251734,0.442068998065034,-0.0629571947708717
21,"7/12/2022","10:10:05",40.2,1.211,"Univ Ave","Truck","HYUNDAI","TUCSON","2017","Gasoline","84075","a. 6,000 and less","6000",2021-07-01,14.0259543335144,51.150507335195,-0.815021670731245,-0.277721116372098,NA
22,"7/12/2022","10:10:08",34.1,0.635,"Univ Ave","Truck","CHEVROLET","EQUINOX","2013","Gasoline","84601","a. 6,000 and less","6000",2021-10-02,37.5934873254352,-2.28813479194047,0.104951637150989,3.63345404347456,-0.145703128693399
23,"7/12/2022","10:11:12",37.6,0.537,"Univ Ave","Passenger Vehicle","VOLKSWAGEN","JETTA GLI W/OPT PKG2","2006","Gasoline","84651","a. 6,000 and less","6000",2022-04-21,19.4544959340103,23.2749883736227,2.83757719266065,0.467741666527706,NA
24,"7/12/2022","10:11:53",36.8,0.263,"Univ Ave","Truck","MAZDA","CX-5","2014","Gasoline","84005","a. 6,000 and less","6000",2022-01-04,-51.2792976615566,-3.8814247743826,0.59400757107955,0.47841820434244,NA
25,"7/12/2022","10:12:20",34.7,0.741,"Univ Ave","Truck","VOLKSWAGEN","TIGUAN","2018","Gasoline","84096","a. 6,000 and less","6000",2022-04-08,-13.4682776295831,19.1918286222382,0.9148528389859,0.0801838858876361,NA
26,"7/12/2022","10:12:32",34,0.22,"Univ Ave","Truck","FORD","F150","2007","Gasoline","84601","b. 6,001 - 10,000","8000",2021-06-14,168.466686948585,28.7242673156881,26.2410904428702,0.612622596954815,NA
27,"7/12/2022","10:12:35",32.8,2.338,"Univ Ave","Passenger Vehicle","NISSAN","ALTIMA","2017","Gasoline","84005","a. 6,000 and less","6000",2021-11-27,20.9334780586137,26.438207474027,-0.101067718140132,0.832401110545009,NA
28,"7/12/2022","10:14:29",30.4,1.168,"Univ Ave","Passenger Vehicle","FORD","TAURUS","2011","Gasoline","84003","a. 6,000 and less","6000",2020-10-31,14.5112990251045,5.84598046439926,4.38589878651618,0.600711242110659,NA
29,"7/12/2022","10:15:42",34.2,0.887,"Univ Ave","Passenger Vehicle","CHRYSLER","PT CRUISER","2010","Gasoline","84663","a. 6,000 and less","6000",2022-02-09,68.6480799579169,0,0.102859397309687,2.55824002404749,0.797230780792064
30,"7/12/2022","10:15:45",36.5,1.433,"Univ Ave","Passenger Vehicle","HONDA","ODYSSEY","2013","Gasoline","84062","a. 6,000 and less","6000",2022-05-06,10.2842677073994,6.34008152071545,0.387072713163109,0.154499461300263,0.0476542075086456
31,"7/12/2022","10:16:12",29.5,0.567,"Univ Ave","Truck","WORK-N-PLAY","RS ROUTE STAR","2004","Gasoline","84003","d. 14,001 - 16,000","16000",2019-03-04,240.108304171243,7.86737847710031,17.143295030342,0.0418729907350306,0.644150735468521
32,"7/12/2022","10:17:30",32.8,1.208,"Univ Ave","Passenger Vehicle","CHEVROLET","SONIC","2016","Gasoline","84119","a. 6,000 and less","6000",2020-06-24,12.6318531058732,20.0546946216955,3.75467415772143,0.438812717429725,-0.969155209941771
33,"7/12/2022","10:17:46",33.2,2.34,"Univ Ave","Passenger Vehicle","HONDA","CIVIC LX","2012","Gasoline","84045","a. 6,000 and less","6000",2021-11-29,-1.46033853302356,0.625859371295813,0.106680574652695,0.0145085581527666,0.732824427480916
34,"7/12/2022","10:18:39",34.4,1.019,"Univ Ave","Truck","GENERAL MOTORS CORP.","YUKON XL","2005","Gasoline","84111","b. 6,001 - 10,000","8000",2021-11-03,19.3180720564088,NA,1.21378600701364,0.263898662913441,NA
35,"7/12/2022","10:18:41",36.6,0.725,"Univ Ave","Truck","LAND ROVER","DISCOVERY SPORT","2017","Gasoline","84003","a. 6,000 and less","6000",NA,-10.2848101265823,9.53134418324292,0.634324141048825,0.232161693791441,NA
36,"7/12/2022","10:18:51",38,1.294,"Univ Ave","Passenger Vehicle","SUBARU","LEGACY","2013","Gasoline","84043","a. 6,000 and less","6000",2021-08-30,8.72992777968837,3.07626026522352,0.130382038268073,1.30259214608835,-0.586719172206329
37,"7/12/2022","10:19:46",32.4,-0.047,"Univ Ave","Truck","CHEVROLET","SILVERADO","2021","Gasoline","84663","b. 6,001 - 10,000","8000",NA,-26.4991121431498,-27.4747790114543,-0.510761605557398,NA,NA
38,"7/12/2022","10:20:06",31.6,0.78,"Univ Ave","Truck","TOYOTA","SIENNA","2015","Gasoline","84045","a. 6,000 and less","6000",2022-05-09,2.78928912974179,-0.584422484326852,0.446855503438226,0.147576164670522,0.0938301683440351
39,"7/12/2022","10:20:58",37.5,1.328,"Univ Ave","Truck","JEEP","GRAND CHEROKEE","2022","Gasoline","84005","b. 6,001 - 10,000","8000",NA,3.46283446319407,-3.72540103238131,0.222610786919618,0.0735852323428739,0.365405142118912
40,"7/12/2022","10:21:53",39,-0.439,"Univ Ave","Truck","FORD","TRANSIT","2019","Gasoline","84003","b. 6,001 - 10,000","8000",2022-02-18,2.64655286489348,3.53503846953629,0.0269381273748086,0.20085445849638,-0.228265184597062
41,"7/12/2022","10:22:01",24.7,-1.048,"Univ Ave","Passenger Vehicle","LEXUS","ES 330","2006","Gasoline","84663","a. 6,000 and less","6000",2022-06-27,12.9096848983033,6.99682338948858,0.611139966577842,0.521468467247791,1.9910272044322
42,"7/12/2022","10:22:31",34.2,0.229,"Univ Ave","Truck","DODGE","RAM 1500 QUAD ST/SLT","2008","Gasoline","84601","b. 6,001 - 10,000","8000",2022-04-28,107.660788173382,-25.7559497506471,1.2869366603348,3.04632398092407,NA
43,"7/12/2022","10:23:09",NA,NA,"Univ Ave","Truck","FORD","F350","2014","Gasoline","84606","c. 10,001 - 14,000","12000",2022-05-13,12.1914841186465,23.8864153886916,0.233453951208124,0.495302202434221,0.00213073050705828
44,"7/12/2022","10:23:43",40.7,0.001,"Univ Ave","Passenger Vehicle","DODGE","CHARGER","2016","Gasoline","84057","a. 6,000 and less","6000",2022-02-09,7.02128489513581,21.9851661425469,-0.00139311208236822,-0.00473658108005193,NA
45,"7/12/2022","10:24:30",37.6,0.636,"Univ Ave","Passenger Vehicle","PONTIAC","VIBE","2009","Gasoline","84606","a. 6,000 and less","6000",2022-02-09,16.5393400015752,10.2723928036994,0.596316340192846,0.650322348361255,NA
46,"7/12/2022","10:24:34",39.1,1.079,"Univ Ave","Passenger Vehicle","TOYOTA","COROLLA/S/LE","2012","Gasoline","84501","a. 6,000 and less","6000",NA,1.59343504760387,-0.083465645350679,0.233324417684853,0.201550564057037,1.28271521332112
47,"7/12/2022","10:25:24",33,1.549,"Univ Ave","Truck","DODGE","JOURNEY","2015","Gasoline","84526","a. 6,000 and less","6000",NA,2.78337397942954,1.70789342139146,-0.039762485420422,0.453055652331975,NA
48,"7/12/2022","10:25:37",39.2,2.781,"Univ Ave","Passenger Vehicle","HONDA","CIVIC EX","2001","Gasoline","84601","a. 6,000 and less","6000",2021-06-18,-13.496005182466,-15.8211740753308,0.303660116605485,-0.00573580220254805,0.394661751550113
49,"7/12/2022","10:25:56",NA,NA,"Univ Ave","Truck","RAM","1500 CLASSIC","2019","Gasoline","84651","b. 6,001 - 10,000","8000",2021-11-02,7.78736659347393,41.2858091201552,-0.915061168214413,0.324762366775848,NA
50,"7/12/2022","10:26:19",35.7,1.988,"Univ Ave","Truck","CHEVROLET","EQUINOX","2012","Gasoline","84044","a. 6,000 and less","6000",2022-03-31,-6.7858257671376,-22.7771088892379,2.10409068965317,1.01515953476379,0.610918199778588
51,"7/12/2022","10:26:41",34.6,1.676,"Univ Ave","Passenger Vehicle","FORD","MUSTANG","2007","Gasoline","84005","a. 6,000 and less","6000",2021-07-28,48.0125934671389,5.97814883529169,0.0463821892393321,6.04753471636589,0.838346357826877
52,"7/12/2022","10:27:06",28.8,0.65,"Univ Ave","Truck","RAM","TRADESMAN","2014","Gasoline","84058","b. 6,001 - 10,000","8000",2022-07-30,3.04639796553597,2.41441230063596,0.017029553844611,0.164855542079082,0.311167792194031
53,"7/12/2022","10:27:40",35.6,1.142,"Univ Ave","Truck","NISSAN","ROGUE/SL/SV","2014","Gasoline","84116","a. 6,000 and less","6000",2021-10-30,-1.84991873571268,5.93861667607357,0.83387918520518,0.239073681508175,0.850962618427833
54,"7/12/2022","10:28:10",35.9,1.305,"Univ Ave","Truck","HONDA","RIDGELINE","2014","Gasoline","84062","b. 6,001 - 10,000","10000",2021-10-02,3.0722786957509,-6.88495747470141,0.226127344997815,0.402258601903286,0.726374463066821
55,"7/12/2022","10:28:33",36.3,-3.984,"Univ Ave","Truck","TOYOTA","RAV4","2010","Gasoline","84642","a. 6,000 and less","6000",NA,19.2176064866003,6.78445442305812,-0.052180878669585,-0.16782498815353,NA
56,"7/12/2022","10:29:04",41,0.97,"Univ Ave","Passenger Vehicle","AUDI","A4","2018","Gasoline","84092","a. 6,000 and less","6000",2021-11-24,4.76871721506915,2.03995125311291,0.0596089651883643,0.108573472307378,NA
57,"7/12/2022","10:30:03",35.8,2.857,"Univ Ave","Passenger Vehicle","NISSAN","350Z","2003","Gasoline","84043","a. 6,000 and less","6000",2022-04-12,136.115464334462,43.2160731437815,60.6805231571421,0.156535492211141,NA
58,"7/12/2022","10:30:35",38.9,1.748,"Univ Ave","Truck","SUBARU","CROSSTREK","2016","Gasoline","84010","a. 6,000 and less","6000",2022-03-01,5.25644900587408,11.1098804345581,2.3583621655819,0.0486690858847448,-1.29749811800353
59,"7/12/2022","10:32:08",34.1,0.697,"Univ Ave","Passenger Vehicle","FORD","TAURUS SES","2002","Gasoline","84117","a. 6,000 and less","6000",2021-09-18,11.6925259797417,10.2811648983989,1.51880845089984,0.1579335571742,0.405766310886061
60,"7/12/2022","10:32:24",NA,NA,"Univ Ave","Truck","CHEVROLET","3500","2016","Gasoline","84070","c. 10,001 - 14,000","12000",2021-01-28,27.4578697377838,17.7909149215025,-0.414098881793592,0.0782186776721229,NA
61,"7/12/2022","10:33:32",NA,NA,"Univ Ave","Truck","TOYOTA","SIENNA","2017","Gasoline","84501","a. 6,000 and less","6000",NA,4.37190323520839,2.04022150976392,0.465579305567647,0.298415516282028,1.36465836699005
62,"7/12/2022","10:33:37",32,-0.429,"Univ Ave","Passenger Vehicle","HONDA","CIVIC","2013","Gasoline","84606","a. 6,000 and less","0",NA,6.44499394959751,9.54911348450571,0.190249456966982,-0.0255544949605033,-0.734691730114469
63,"7/12/2022","10:34:11",35.9,2.043,"Univ Ave","Passenger Vehicle","VOLKSWAGEN","GOLF","2012","Gasoline","84741","a. 6,000 and less","6000",NA,26.3796837062799,8.8682234492327,0.355760126742475,1.97852315018796,NA
64,"7/12/2022","10:34:12",36.5,-0.096,"Univ Ave","Passenger Vehicle","HYUNDAI","ELANTRA","2022","Gasoline","84124","a. 6,000 and less","6000",NA,25.461151851901,-2.37561640046755,0.038362226562574,0.921072323690049,NA
65,"7/12/2022","10:34:41",34.7,0.961,"Univ Ave","Passenger Vehicle","MG","MIDGET","1978","Gasoline","84005","a. 6,000 and less","6000",NA,-9.61230374879846,-4.27976381196503,0.371904609328512,-0.00243168398407104,NA
66,"7/12/2022","10:34:53",34.1,0.259,"Univ Ave","Truck","FORD","F150","2018","Gasoline","84604","b. 6,001 - 10,000","8000",NA,2.40384615384615,-6.50564713064713,0.46073717948718,0.273246718559219,0.0702075702075702
67,"7/12/2022","10:35:31",32.9,0.449,"Univ Ave","Truck","TOYOTA","SIENNA/LE","2007","Gasoline","84059","a. 6,000 and less","6000",2021-11-30,6.36090165781,3.83168599863316,13.6021066700491,0.0522975917550599,3.54648664305308
68,"7/12/2022","10:35:40",33.6,0.53,"Univ Ave","Passenger Vehicle","VOLKSWAGEN","PASSAT","2021","Gasoline","84020","a. 6,000 and less","6000",NA,9.49223067420844,21.4550419348547,-0.30232104544568,0.726313540824951,NA
69,"7/12/2022","10:35:45",35.5,-1.231,"Univ Ave","Truck","CHEVROLET","SILVERADO","2019","Gasoline","84042","b. 6,001 - 10,000","8000",NA,-45.3101780354905,NA,-1.4673254715214,1.35602727352196,NA
70,"7/12/2022","10:36:21",36.4,0.834,"Univ Ave","Passenger Vehicle","TOYOTA","AVALON XL/XLS","2005","Gasoline","84770","a. 6,000 and less","6000",NA,-13.8273593770976,-9.70408300251232,0.822737471952132,-0.152417390637286,NA
71,"7/12/2022","10:36:35",36.6,2.485,"Univ Ave","Passenger Vehicle","HYUNDAI","ELANTRA/GL","1999","Gasoline","84711","a. 6,000 and less","6000",2015-02-20,72.859030203142,17.184191888897,64.9424546336213,-0.0500333555703803,-0.238534373055426
72,"7/12/2022","10:38:31",33.2,1.411,"Univ Ave","Passenger Vehicle","HONDA","CIVIC LX","2008","Gasoline","84604","a. 6,000 and less","6000",2022-03-24,4.50074791840409,2.74583444433728,-0.148921806123665,0.528034175427051,-0.685040308168857
73,"7/12/2022","10:38:51",35.8,0.043,"Univ Ave","Truck","CHEVROLET","SILVERADO","2021","Gasoline","84606","b. 6,001 - 10,000","8000",NA,-9.90138753227986,-6.77040823153191,0.225074977205783,0.165723995955341,NA
74,"7/12/2022","10:39:14",39.4,2.269,"Univ Ave","Truck","JEEP","GRAND CHEROKEE","2021","Gasoline","84655","b. 6,001 - 10,000","8000",NA,8.31836907151157,5.06269899953221,0.131566041437173,0.0320662753323575,0.127982163605909
75,"7/12/2022","10:39:32",38.4,1.034,"Univ Ave","Truck","FORD","F150","2020","Gasoline","84060","b. 6,001 - 10,000","8000",NA,14.3042391347941,-9.41138724382712,1.02841559066577,0.106326904383132,NA
76,"7/12/2022","10:39:48",25.5,0.364,"Univ Ave","Passenger Vehicle","TOYOTA","COROLLA CE/LE/S","2006","Gasoline","84601","a. 6,000 and less","6000",2022-01-18,-2.87303784574399,18.7978761907249,-0.0125928606875142,0.103074896738542,NA
77,"7/12/2022","10:41:15",39.3,2.097,"Univ Ave","Passenger Vehicle","FORD","FUSION","2013","Gasoline","84601","a. 6,000 and less","6000",2022-04-20,16.6459692974344,3.03100075869384,-0.554865643247814,2.35898108549838,NA
78,"7/12/2022","10:41:23",32.5,-0.679,"Univ Ave","Passenger Vehicle","CHEVROLET","TAHOE","2003","Gasoline","84003","a. 6,000 and less","6000",2022-06-09,8.55792219082808,-26.1705529853758,2.15840112397926,0.422268450957866,NA
79,"7/12/2022","10:42:03",34.2,1.278,"Univ Ave","Truck","CHEVROLET","TRAVERSE","2014","Gasoline","84601","b. 6,001 - 10,000","10000",2022-04-25,64.7436572270765,-0.0413577369046366,0.0761358338471719,1.5140221527078,-0.211864406779661
80,"7/12/2022","10:42:13",31.7,1.162,"Univ Ave","Truck","FORD","EXPLORER","2017","Gasoline","84057","b. 6,001 - 10,000","8000",NA,15.6144837797819,-17.3451531642405,0.496125223544795,0.919418110493626,NA
81,"7/12/2022","10:42:59",36.9,0.316,"Univ Ave","Truck","NISSAN","MURANO","2018","Gasoline","84601","a. 6,000 and less","6000",NA,-44.4305551781298,-18.5331123128346,0.429456545791229,0.490842142449523,NA
82,"7/12/2022","10:43:30",26.6,0.965,"Univ Ave","Passenger Vehicle","NISSAN","VERSA NOTE","2016","Gasoline","84604","a. 6,000 and less","6000",2022-07-11,1.32689347699167,0.959154427653976,1.00654348040368,0.927261595153427,-0.776043127829126
83,"7/12/2022","10:43:54",42.5,0.185,"Univ Ave","Truck","TOYOTA","TACOMA","2022","Gasoline","84032","a. 6,000 and less","6000",NA,76.4795435202168,95.5805920742807,0.806580049216795,-0.203057811753464,NA
84,"7/12/2022","10:44:32",34.3,1.099,"Univ Ave","Truck","HONDA","ODYSSEY","2016","Gasoline","84604","b. 6,001 - 10,000","8000",2022-07-15,0.928579008808235,1.16735646821607,0.790239687087825,-0.350349069904944,NA
85,"7/12/2022","10:44:46",32.2,1.057,"Univ Ave","Passenger Vehicle","ACURA","TSX","2009","Gasoline","84601","a. 6,000 and less","6000",2022-04-06,18.1154558385443,-14.1703121225947,0.816633247324855,0.345439697577321,NA
86,"7/12/2022","10:46:06",35.6,4.004,"Univ Ave","Passenger Vehicle","CHEVROLET","1JC69","2002","Gasoline","84043","a. 6,000 and less","6000",2021-11-29,-8.97822445561139,-7.15960756161761,8.04737975592247,0.0715960756161761,1.27906197654941
87,"7/12/2022","10:46:14",34.9,1.404,"Univ Ave","Truck","GENERAL MOTORS CORP.","ACADIA SLE","2011","Gasoline","84045","b. 6,001 - 10,000","8000",2021-12-09,8.58255760216545,4.97976968565204,0.0282941459412048,0.194003527336861,-0.563996642428015
88,"7/12/2022","10:46:29",35.2,-0.483,"Univ Ave","Truck","FORD","F350","2016","Gasoline","84047","c. 10,001 - 14,000","12000",2020-08-22,-8.45990138927443,6.3147121084227,-0.437629943518828,-0.27367214483049,NA
89,"7/12/2022","10:47:18",34.4,1.476,"Univ Ave","Passenger Vehicle","TOYOTA","COROLLA/LE/LE PLUS/PREMIUM/S/S PLUS/PREMIUM","2015","Gasoline","84606","a. 6,000 and less","6000",2022-02-18,-38.6424731182796,NA,1.50309619815668,0.40547595046083,12.2459837429596
90,"7/12/2022","10:47:22",36.9,-0.21,"Univ Ave","Truck","TOYOTA","HIGHLANDER","2021","Gasoline","84638","a. 6,000 and less","6000",NA,2.36708178267559,10.3738298443926,0.171895224694299,-0.0015968408851383,-1.65705117968969
91,"7/12/2022","10:47:27",34.3,0.048,"Univ Ave","Passenger Vehicle","HONDA","ACCORD","2013","Gasoline","84097","a. 6,000 and less","6000",2021-08-26,-0.95473206126652,-29.6629406137174,0.135903186272122,0.218614157702252,NA
92,"7/12/2022","10:47:57",38.1,3.746,"Univ Ave","Passenger Vehicle","GEO","METRO LSI/SPRINT CL","1991","Gasoline","84340","a. 6,000 and less","6000",2016-04-19,4.46903876233915,15.8218994165839,28.5267381838052,0.222653895480825,NA
93,"7/12/2022","10:48:38",39.6,0.063,"Univ Ave","Truck","TOYOTA","TACOMA","2007","Gasoline","84606","a. 6,000 and less","6000",2022-02-09,4.78163850812878,-1.00186711598889,-0.189273190946764,0.0298378037858433,NA
94,"7/12/2022","10:48:40",40.2,2.317,"Univ Ave","Truck","HONDA","CR-V","2022","Gasoline","84663","a. 6,000 and less","6000",NA,-21.1838678774304,-14.3757312675046,-0.195165297778874,0.337515492751416,NA
95,"7/12/2022","10:49:55",35,0.171,"Univ Ave","Truck","NISSAN","FRONTIER SC","2004","Gasoline","84097","a. 6,000 and less","6000",2021-12-01,41.0167916639012,-3.96324986488921,10.4220197403977,2.59507533019181,NA
96,"7/12/2022","10:50:08",NA,NA,"Univ Ave","Truck","TOYOTA","TUNDRA","2010","Gasoline","84663","b. 6,001 - 10,000","8000",2022-07-01,-6.95159285055412,-6.26025312201,-0.0429700107520516,-0.0397711321738433,NA
97,"7/12/2022","10:50:38",31.7,-1.062,"Univ Ave","Truck","JEEP","L/O GCK","1995","Gasoline","84062","a. 6,000 and less","12000",2021-12-23,-15.4756733275413,-22.0576827603326,0.404345600099292,0.538206295767655,NA
98,"7/12/2022","10:51:34",40.2,-1.314,"Univ Ave","Truck","TOYOTA","HIGHLANDER","2015","Gasoline","84340","a. 6,000 and less","6000",NA,14.2581888246628,34.7187815395908,4.75639966969447,0.368107165795027,NA
99,"7/12/2022","10:51:47",34.8,0.393,"Univ Ave","Truck","RAM","1500","2020","Gasoline","84097","b. 6,001 - 10,000","8000",NA,-33.7058474119711,-39.2037684242516,-0.488419041830377,-0.111547015512978,NA
100,"7/12/2022","10:55:05",31.5,0.6,"Univ Ave","Truck","SUBARU","FORESTER","2010","Gasoline","84105","a. 6,000 and less","6000",2021-10-04,1.84368209652993,8.89858807814954,-0.125577326472829,0.00559689207875156,NA
101,"7/14/2022","10:01:03",36.3,0.994,"Univ Ave","Passenger Vehicle","NISSAN","ROGUE S/SL","2008","Gasoline","84601","a. 6,000 and less","6000",2022-01-08,38.6045181584215,17.2801176518649,-0.554278435319328,3.10618749280459,1.2043718363421
