"VEH_ID","DATE","TIME","SPEED","ACCEL","location","Vehicle Type","Make","Model","Year","Fuel Type","Zip","Weight Rating","Registered Weight","Last Emissions Date","CO_g_kg","HC_g_kg","NO_g_kg","NH3_g_kg","NO2_g_kg"
102,"7/14/2022","10:02:04",34.9,0.664,"Univ Ave","Passenger Vehicle","VOLKSWAGEN","PASSAT","2013","Gasoline","84663","a. 6,000 and less","6000",2022-03-15,-1.05666358473121,6.01920863445101,-0.451440647583825,1.13393210936468,NA
103,"7/14/2022","10:02:25",32.7,2.054,"Univ Ave","Truck","GENERAL MOTORS CORP.","SAVANA CUTAWAY VAN G3500","2002","Gasoline","84062","b. 6,001 - 10,000","8000",2021-08-23,33.8774655993303,11.4693813485212,0.797419108908671,0.783825145189138,NA
104,"7/14/2022","10:04:13",35.2,0.517,"Univ Ave","Truck","TOYOTA","TACOMA","2017","Gasoline","84759","a. 6,000 and less","6000",NA,21.3694585108725,23.8523860711834,-0.50787154642723,0.15333280295139,NA
105,"7/14/2022","10:04:41",30.6,2.25,"Univ Ave","Truck","BUICK","ENVISION","2016","Gasoline","84526","a. 6,000 and less","6000",NA,-4.93366224414961,-3.14306668063585,3.25736001447716,0.579657691465145,2.4228281885459
106,"7/14/2022","10:04:43",33.1,0.283,"Univ Ave","Passenger Vehicle","NISSAN","QUEST","2000","Gasoline","84601","a. 6,000 and less","6000",2021-09-02,-16.8844221105528,-7.37018425460637,-0.142139267767408,0.483273510409189,NA
107,"7/14/2022","10:05:35",31.6,1.206,"Univ Ave","Passenger Vehicle","HONDA","ACCORD","2009","Gasoline","84790","a. 6,000 and less","6000",NA,22.0220485811698,-2.37656186925877,-0.208944135634593,0.752293647529721,NA
108,"7/14/2022","10:06:56",38.3,2.198,"Univ Ave","Passenger Vehicle","HONDA","CIVIC LX","2008","Gasoline","84601","a. 6,000 and less","6000",2021-09-04,-56.1857733884959,3.1457932165259,-1.08958837772397,-0.0380831633333969,NA
109,"7/14/2022","10:07:36",35.5,-0.262,"Univ Ave","Truck","HONDA","PILOT","2021","Gasoline","84097","a. 6,000 and less","6000",NA,12.6251002774892,8.8037529613563,0.352262842563872,0.0183646361923299,NA
110,"7/14/2022","10:07:38",37.5,0.992,"Univ Ave","Passenger Vehicle","TOYOTA","COROLLA","2021","Gasoline","84003","a. 6,000 and less","6000",NA,-4.26359687691529,-3.01497207724724,-0.049964025901351,-0.0307397721259741,NA
111,"7/14/2022","10:07:45",35.9,0.507,"Univ Ave","Truck","MAZDA","CX-9","2020","Gasoline","84601","a. 6,000 and less","6000",2022-05-14,-16.6389351081531,25.9834799144283,0.339835393391966,0.549307701449964,NA
112,"7/14/2022","10:18:47",35.5,0.879,"Univ Ave","Passenger Vehicle","FORD","FOCUS","2017","Gasoline","84606","a. 6,000 and less","6000",2021-03-06,4.65178096757044,-1.67084377610693,-0.0954089769879243,0.624572795625427,-0.469450140502772
113,"7/14/2022","10:19:06",34.1,1.06,"Univ Ave","Truck","RAM","1500 CLASSIC","2019","Gasoline","84663","b. 6,001 - 10,000","8000",2021-06-17,-20.2418295396659,-7.33072123726029,-0.535728648412635,0.116385732286963,NA
114,"7/14/2022","10:20:59",42.2,1.227,"Univ Ave","Passenger Vehicle","TOYOTA","RAV4","2012","Gasoline","84664","a. 6,000 and less","6000",2021-11-01,9.32549991340607,-4.98248138230553,-0.326868287781121,0.0768402161232184,NA
115,"7/14/2022","10:21:11",29.8,0.293,"Univ Ave","Passenger Vehicle","TOYOTA","AVALON XL/XLS/TOUR/LTD","2006","Gasoline","84655","a. 6,000 and less","6000",2021-09-03,-25.9145343891107,19.9500780614582,-0.266437312442155,0.515719801434087,NA
116,"7/14/2022","10:22:15",33.6,-0.665,"Univ Ave","Passenger Vehicle","FORD","FUSION","2016","Gasoline","84663","a. 6,000 and less","6000",2022-06-29,31.7936021890677,15.766499446218,-0.231750788790335,0.956460634941318,NA
117,"7/14/2022","10:23:09",41,0.276,"Univ Ave","Truck","BMW","X3","2009","Gasoline","84020","a. 6,000 and less","6000",2021-11-09,-1.45666423889294,3.32951826032671,-0.0851297282469897,0.0321601195599739,0.126181174979427
118,"7/14/2022","10:23:23",37.5,0.906,"Univ Ave","Truck","GENERAL MOTORS CORP.","ENVOY","2005","Gasoline","84003","a. 6,000 and less","6000",2019-11-13,6.45101833932357,8.44086597868343,-0.382265153780617,0.325325042928424,NA
119,"7/14/2022","10:24:17",36.7,-0.204,"Univ Ave","Truck","DODGE","GRAND CARAVAN","2018","Gasoline","84601","b. 6,001 - 10,000","10000",2021-01-13,135.887869837815,5.78120257896412,-0.263707223912416,0.461672699547719,0.593757633630166
120,"7/14/2022","10:24:42",NA,NA,"Univ Ave","Passenger Vehicle","HONDA","CR-V","2011","Gasoline","84651","a. 6,000 and less","6000",2021-10-28,6.07260726072607,5.6011315417256,-0.108910891089109,0.37029702970297,0.249410655351249
121,"7/14/2022","10:25:17",38.5,0.013,"Univ Ave","Truck","JEEP","GRAND CHEROKEE","2015","Gasoline","84005","b. 6,001 - 10,000","10000",2022-04-25,4.51886950795967,29.8651163562787,-0.229632348465705,0.00862274079580059,NA
122,"7/14/2022","10:25:34",37.8,-0.312,"Univ Ave","Passenger Vehicle","LINCOLN","MKZ","2015","Gasoline","84043","a. 6,000 and less","6000",2022-03-03,-2.37630036436606,6.8874991513213,0.0410194705753664,0.525803604432743,NA
123,"7/14/2022","10:25:54",35.2,1.491,"Univ Ave","Truck","TOYOTA","SIENNA","2006","Gasoline","84123","a. 6,000 and less","6000",2022-02-24,-2.385622647511,2.87410728485849,1.63017547579918,0.0587412243166895,0.788202149332404
124,"7/14/2022","10:26:22",32.2,0.623,"Univ Ave","Passenger Vehicle","HYUNDAI","SANTA FE","2011","Gasoline","84633","a. 6,000 and less","6000",2022-07-13,9.48544698544699,22.2564597564598,-0.423225423225423,0.0134114196614197,0.106734481734482
125,"7/14/2022","10:26:23",32.2,1.986,"Univ Ave","Truck","JEEP","GRAND CHEROKEE","2008","Gasoline","84601","a. 6,000 and less","6000",2022-06-25,2.79117987160573,-1.08609175956359,1.36568443717852,1.10232617310252,0.690010044450014
126,"7/14/2022","10:26:44",36.6,0.375,"Univ Ave","Truck","SUBARU","ASCENT","2020","Gasoline","84632","a. 6,000 and less","6000",NA,5.14505085684885,6.50952588262123,0.0466446918340693,0.0464562284327195,NA
127,"7/14/2022","10:27:12",NA,NA,"Univ Ave","Truck","FORD","F350 SUPER DUTY","2012","Gasoline","84047","c. 10,001 - 14,000","12000",2022-06-06,13.1089649268306,-10.0476585401276,0.0429958762177388,0.397950720993071,NA
128,"7/14/2022","10:28:49",41.7,1.216,"Univ Ave","Truck","FORD","EXPLORER","2016","Gasoline","84129","b. 6,001 - 10,000","10000",2022-02-27,41.8976408405311,25.5253319582313,-0.795594762334481,0.170629293357152,NA
129,"7/14/2022","10:28:53",36.9,0.897,"Univ Ave","Truck","HONDA","ODYSSEY","2018","Gasoline","84651","b. 6,001 - 10,000","10000",2020-08-12,20.6953642384106,25.3666035950804,-0.372793726348155,0.0989497102649007,NA
130,"7/14/2022","10:28:59",36,0.811,"Univ Ave","Passenger Vehicle","TOYOTA","4RUNNER SR5","2006","Gasoline","84606","a. 6,000 and less","6000",2021-12-27,-4.3179058156794,-16.9632014187405,0.27757965957939,0.213823081519749,NA
131,"7/14/2022","10:29:09",28.8,-0.699,"Univ Ave","Passenger Vehicle","CHEVROLET","ASTRO","2001","Gasoline","84058","a. 6,000 and less","6000",2022-07-29,-11.2569362592539,4.7033182421017,-0.422844580494662,0.252476998957551,NA
132,"7/14/2022","10:29:40",NA,NA,"Univ Ave","Truck","NISSAN","TITAN","2019","Gasoline","84047","b. 6,001 - 10,000","10000",2021-10-18,-41.2340269177905,-20.914458348967,-0.234748173046827,0.488305361201133,NA
133,"7/14/2022","10:30:03",33.6,0.219,"Univ Ave","Truck","TOYOTA","TACOMA","2020","Gasoline","84601","a. 6,000 and less","6000",NA,-1.55281512441931,28.3869393459321,-0.560122598451252,-0.0298547193563951,NA
134,"7/14/2022","10:30:04",35.9,-1.244,"Univ Ave","Passenger Vehicle","KIA","OPTIMA","2010","Gasoline","84058","a. 6,000 and less","6000",2021-12-17,-2.56382576779835,-17.3453415478568,-0.0968663494976444,0.450597197911928,NA
135,"7/14/2022","10:30:44",31.6,-0.277,"Univ Ave","Truck","CHEVROLET","SILVERADO","2019","Gasoline","84003","b. 6,001 - 10,000","8000",NA,3.42492820823563,8.40424691097821,0.0183478296869766,0.160755215488203,NA
136,"7/14/2022","10:31:05",24.6,-0.343,"Univ Ave","Passenger Vehicle","HYUNDAI","ACCENT","2015","Gasoline","84663","a. 6,000 and less","6000",2022-08-16,8.00909419728207,28.7847583615682,-0.312797572912284,0.950572447239631,NA
137,"7/14/2022","10:31:06",27.2,1.134,"Univ Ave","Truck","FORD","EDGE","2016","Gasoline","84601","a. 6,000 and less","6000",2022-04-26,6.36628209125871,22.9074791750189,0.0194886186467103,0.448841448022926,NA
138,"7/14/2022","10:31:11",31.7,-0.903,"Univ Ave","Passenger Vehicle","FORD","EXPLORER","2003","Gasoline","84606","a. 6,000 and less","6000",2022-06-20,7.6281663466344,9.42435526963501,0.0605931932706797,0.122971302312124,-0.471029877611144
139,"7/14/2022","10:31:31",25.9,0.038,"Univ Ave","Passenger Vehicle","NISSAN","PATHFINDER","2013","Gasoline","84097","a. 6,000 and less","6000",2022-07-16,22.839938747437,21.4532281806283,-0.734140888310475,0.307282455145104,NA
140,"7/14/2022","10:31:48",39.6,0.259,"Univ Ave","Truck","CHEVROLET","SILVERADO","2008","Gasoline","84660","b. 6,001 - 10,000","10000",2022-03-08,50.9113260997381,-14.6148148713759,0.869043164863358,2.85901361453235,NA
141,"7/14/2022","10:31:52",36.9,1.223,"Univ Ave","Truck","FORD","EXPLORER","2016","Gasoline","84003","b. 6,001 - 10,000","8000",NA,-6.6595631326585,-2.30230611157622,-0.262577060659107,0.421312504756831,0.459509856153436
142,"7/14/2022","10:32:01",36,1.768,"Univ Ave","Truck","SUBARU","OUTBACK","2016","Gasoline","84020","a. 6,000 and less","6000",2018-08-09,5.53724456163481,7.25115359261701,0.734532441849515,0.0496280252377813,0.550145964780111
143,"7/14/2022","10:33:12",32.4,0.306,"Univ Ave","Truck","TOYOTA","HIGHLANDER","2022","Hybrid","84097","a. 6,000 and less","6000",NA,0.514701151643827,34.3746840562127,0.845120908815176,0.300778485491861,NA
144,"7/14/2022","10:33:13",32.5,-0.071,"Univ Ave","Truck","NISSAN","XTERRA","2007","Gasoline","84663","a. 6,000 and less","6000",2021-11-11,302.467801609602,-0.359626642158777,-0.495848855097708,1.91283231408846,0.179631691462137
145,"7/14/2022","10:34:02",29,0.16,"Univ Ave","Truck","WORK-N-PLAY","RS ROUTE STAR","2004","Gasoline","84003","d. 14,001 - 16,000","16000",2019-03-04,359.694383806311,18.8281405040683,11.7529696935333,0.72443866413404,0
146,"7/14/2022","10:34:08",36.9,2.236,"Univ Ave","Truck","FORD","EXPLORER","2019","Gasoline","84043","b. 6,001 - 10,000","8000",2021-08-16,3.31213566507684,2.08191384661973,0.102203043379514,0.00804375804375804,0.148005148005148
147,"7/14/2022","10:34:24",28.7,1.897,"Univ Ave","Passenger Vehicle","CHEVROLET","AVEO LS/LT","2009","Gasoline","84660","a. 6,000 and less","6000",2021-07-24,13.2273364954239,-8.81822433028258,-0.130269223060993,0.206856073981466,1.22920702785757
148,"7/14/2022","10:35:37",37.2,0.708,"Univ Ave","Truck","NISSAN","PATHFINDER","2018","Gasoline","84025","a. 6,000 and less","6000",2022-07-22,7.11706249835253,7.58023640697547,1.96848911164751,0.16964215108507,0.257664021931096
149,"7/14/2022","10:35:48",33,1.46,"Univ Ave","Passenger Vehicle","HYUNDAI","ELANTRA TOURING","2009","Gasoline","84601","a. 6,000 and less","6000",2021-11-03,3.05822596300876,-1.29547211600744,3.24817788617701,0.97279128652538,-0.930574471601238
150,"7/14/2022","10:36:38",33.1,-0.049,"Univ Ave","Truck","JEEP","CHEROKEE","2014","Gasoline","84118","a. 6,000 and less","6000",2022-05-25,50.9884605063065,33.5760746735406,-0.505229375049063,1.23130833870358,NA
151,"7/14/2022","10:39:08",33.2,0.732,"Univ Ave","Passenger Vehicle","VOLKSWAGEN","BEETLE","2012","Gasoline","84606","a. 6,000 and less","6000",2022-08-15,-5.84938513439983,-25.9083065155543,0.0845343034373397,0.166833791956221,NA
152,"7/14/2022","10:39:16",44.6,5.721,"Univ Ave","Truck","HONDA","ODYSSEY","2011","Gasoline","84093","b. 6,001 - 10,000","10000",2022-05-31,59.5145480006224,16.6262864255707,-0.801584831847785,1.09818511191625,NA
153,"7/14/2022","10:39:24",37.6,0.78,"Univ Ave","Passenger Vehicle","LINCOLN","NAVIGATOR","2005","Gasoline","84087","a. 6,000 and less","6000",2021-10-16,44.3854972357553,6.68596416518309,6.94484829952519,1.71496669211735,NA
154,"7/14/2022","10:39:39",35.8,1.365,"Univ Ave","Passenger Vehicle","NISSAN","SENTRA","2017","Gasoline","84043","a. 6,000 and less","6000",NA,10.3004291845494,4.56539168985521,-0.142904305994435,0.0465028533698062,0.394849785407725
155,"7/14/2022","10:39:41",NA,NA,"Univ Ave","Truck","TOYOTA","TUNDRA/SR5","2000","Gasoline","84003","b. 6,001 - 10,000","10000",2022-08-01,15.7511321126206,10.3132412642159,0.00140635108148398,0.517209049400426,NA
156,"7/14/2022","10:40:41",30.9,0.102,"Univ Ave","Truck","CHEVROLET","EQUINOX","2012","Gasoline","84043","a. 6,000 and less","6000",2022-06-13,9.8777297239575,-7.25765238018962,-0.327509667970985,1.07625302243274,0.877172909849508
157,"7/14/2022","10:40:53",NA,NA,"Univ Ave","Truck","CHEVROLET","COLORADO","2019","Gasoline","84651","a. 6,000 and less","6000",2021-05-19,21.7276886327751,-21.5040496015948,-0.952875785869483,0.290055967595476,NA
158,"7/14/2022","10:41:36",37.1,1.954,"Univ Ave","Passenger Vehicle","SUBARU","BAJA","2004","Gasoline","84601","a. 6,000 and less","6000",2021-08-25,12.901017600674,7.48860817578483,-0.564184443178164,1.15733035443947,1.08784163718803
159,"7/14/2022","10:41:53",33.8,-0.457,"Univ Ave","Truck","GENERAL MOTORS CORP.","SAVANA G3500","2006","Gasoline","84660","b. 6,001 - 10,000","8000",2022-07-26,11.1892162283127,7.9434032518307,0.311699594931567,0.238170459716941,NA
160,"7/14/2022","10:42:02",31.1,1.552,"Univ Ave","Passenger Vehicle","SUBARU","BAJA","2003","Gasoline","84020","a. 6,000 and less","6000",2022-04-12,6.89801549400403,0.958899956034627,4.57230408877973,0.604050120525765,-0.172166128469853
161,"7/14/2022","10:42:10",37.7,0.118,"Univ Ave","Truck","TOYOTA","SIENNA","2017","Gasoline","84501","a. 6,000 and less","6000",NA,3.49664456607986,-14.6244277126373,-0.16570637023318,0.240058098094329,NA
162,"7/14/2022","10:42:14",NA,NA,"Univ Ave","Truck","JEEP","LIBERTY","2012","Gasoline","84634","a. 6,000 and less","6000",2019-05-04,-13.9865782643194,-11.6657284644159,0.783863177450869,0.195149270219539,NA
163,"7/14/2022","10:43:33",30.7,1.454,"Univ Ave","Passenger Vehicle","TOYOTA","4CAMRY","2001","Gasoline","84601","a. 6,000 and less","6000",2022-02-16,43.5115107723952,1.82333949903371,3.81290803813944,0.99506681183061,NA
164,"7/14/2022","10:43:34",31.9,-0.274,"Univ Ave","Passenger Vehicle","CHEVROLET","HHR","2006","Gasoline","84606","a. 6,000 and less","6000",2021-10-21,21.4240543086871,27.4198395592766,-1.30950383586446,0.567313383027798,NA
165,"7/14/2022","10:44:13",33.9,1.568,"Univ Ave","Passenger Vehicle","TOYOTA","COROLLA/LE/LE PLUS/PREMIUM/S/S PLUS/PREMIUM","2015","Gasoline","84058","a. 6,000 and less","6000",2022-07-22,-5.50764353456382,-11.6524082027427,1.16581653214199,0.137835016331027,NA
166,"7/14/2022","10:44:15",32.5,0.166,"Univ Ave","Passenger Vehicle","MAZDA","MAZDA5","2010","Gasoline","84604","a. 6,000 and less","6000",2022-04-06,-7.52314037373887,-11.6531909054445,-0.310905290955535,0.0668830209246937,NA
167,"7/14/2022","10:44:56",40.1,0.954,"Univ Ave","Truck","BUICK","RENDEZVOUS","2007","Gasoline","84627","a. 6,000 and less","6000",NA,65.1021362856697,15.6007514498081,11.1283442115346,0.847330199817335,NA
168,"7/14/2022","10:46:31",39.7,1.04,"Univ Ave","Passenger Vehicle","LEXUS","IS","2008","Gasoline","84651","a. 6,000 and less","6000",2022-08-05,-13.8605680167393,-1.84299860442358,-0.281304797317752,1.42737195633921,NA
169,"7/14/2022","10:46:44",35.8,0.248,"Univ Ave","Truck","FORD","EDGE","2019","Gasoline","84601","a. 6,000 and less","6000",2021-08-30,1.67928281706151,29.7583678109165,-0.434583630129655,0.480763907598847,NA
170,"7/14/2022","10:47:15",36.3,1.249,"Univ Ave","Truck","FORD","TRANSIT CONNECT","2016","Gasoline","84104","a. 6,000 and less","6000",2020-09-14,6.48748841519926,2.2885892076942,-0.131924873749314,0.0643074653401676,0.332791133135367
171,"7/14/2022","10:47:32",NA,NA,"Univ Ave","Passenger Vehicle","NISSAN","XTERRA","2006","Gasoline","84606","a. 6,000 and less","6000",2022-02-09,36.2713558822399,32.668022799138,-1.00931776527434,0.0427987351714971,NA
172,"7/14/2022","10:48:20",32.3,1.698,"Univ Ave","Passenger Vehicle","HYUNDAI","ELANTRA GT","2016","Gasoline","84043","a. 6,000 and less","6000",2020-03-20,4.40223046343481,-5.49230657819009,0.97763819382773,0.354751169163805,0.107387743123182
173,"7/14/2022","10:48:45",34.2,0.303,"Univ Ave","Passenger Vehicle","VOLKSWAGEN","JETTA","2021","Gasoline","84601","a. 6,000 and less","6000",NA,19.9133184959588,18.8572246672282,-0.241246785700341,0.111419758251198,NA
174,"7/14/2022","10:48:46",33.5,0.312,"Univ Ave","Truck","CHEVROLET","SILVERADO","2015","Gasoline","84005","b. 6,001 - 10,000","10000",2022-04-07,53.5864161663116,22.1170784796584,-0.193685841564982,0.916456840338305,NA
175,"7/14/2022","10:49:04",41.2,1.672,"Univ Ave","Passenger Vehicle","CADILLAC","XTS","2015","Gasoline","84653","a. 6,000 and less","6000",2022-06-17,-12.2928067253549,6.97914188278214,-0.386628598620033,0.517629131119495,1.03148167031108
176,"7/14/2022","10:49:32",NA,NA,"Univ Ave","Truck","FORD","F150","2010","Gasoline","84601","b. 6,001 - 10,000","8000",2021-11-19,85.4142722808484,4.96664029732674,0.33303730017762,1.50580436437452,NA
177,"7/14/2022","10:50:07",49.8,0.954,"Univ Ave","Passenger Vehicle","NISSAN","ROGUE","2012","Gasoline","84601","a. 6,000 and less","6000",2021-01-29,43.8254900666623,-0.414871248479591,-0.792026928915583,2.42921259322817,-0.386018838926238
178,"7/14/2022","10:50:24",36.2,1.086,"Univ Ave","Truck","TOYOTA","SIENNA","2012","Gasoline","84663","a. 6,000 and less","6000",2022-05-23,4.10764684837483,1.79070687491364,-0.0866013102825569,0.0506830619194636,0.274284805681803
179,"7/14/2022","10:50:49",38.9,2.617,"Univ Ave","Passenger Vehicle","NISSAN","MAXIMA","2012","Gasoline","84626","a. 6,000 and less","6000",2022-07-22,45.8367200095937,-10.762492314545,0.52537104329933,1.98931935897119,1.43163609299067
180,"7/14/2022","10:51:39",38.9,2.658,"Univ Ave","Truck","SUBARU","XV CROSSTREK","2014","Gasoline","84003","a. 6,000 and less","6000",2022-02-26,-5.34138101406119,-5.28796720392057,-0.0729670799242287,0.0324298132996572,-0.225959493255553
181,"7/14/2022","10:51:43",36.9,2.048,"Univ Ave","Truck","FORD","ESCAPE","2017","Gasoline","84043","a. 6,000 and less","6000",2021-08-21,7.7066170608557,-1.87919972666186,-0.464105387039216,0.360607038457158,-0.117877073763335
182,"7/14/2022","10:51:45",NA,NA,"Univ Ave","Passenger Vehicle","HONDA","PILOT","2007","Gasoline","84005","a. 6,000 and less","6000",2021-12-11,10.1509630400833,20.4506581393619,-0.430858183981557,0.157237673830594,NA
183,"7/14/2022","10:51:50",30.5,0.163,"Univ Ave","Passenger Vehicle","FORD","WINDSTAR","2003","Gasoline","84601","a. 6,000 and less","6000",2021-10-21,14.9207255364974,22.9575287571499,-0.485155268220894,0.363148217483013,NA
184,"7/14/2022","10:52:31",NA,NA,"Univ Ave","Truck","FORD","EXPEDITION","2018","Gasoline","84029","b. 6,001 - 10,000","8000",NA,0.132557430506767,1.99972352307351,-0.00994180728800753,0.0539224690525742,0.25914977664073
185,"7/14/2022","10:52:42",37.7,2.061,"Univ Ave","Passenger Vehicle","TOYOTA","COROLLA","2022","Gasoline","84047","a. 6,000 and less","6000",NA,-0.400742709822204,-6.42333314886447,-0.170315651674437,0.0259528612075332,NA
186,"7/14/2022","10:53:59",43.1,1.879,"Univ Ave","Passenger Vehicle","TOYOTA","COROLLA","2021","Gasoline","84116","a. 6,000 and less","6000",NA,0.267286771977655,-7.05637078021009,0.0902092855424585,0.231250787541382,-0.395202584281247
187,"7/14/2022","10:54:13",34.9,1.161,"Univ Ave","Passenger Vehicle","DODGE","DART","2015","Gasoline","84606","a. 6,000 and less","6000",2021-02-26,28.6487971429693,11.9640964976705,-0.249485611127619,1.2120141805005,-0.369649841805566
188,"7/14/2022","10:54:19",26.7,1.323,"Univ Ave","Passenger Vehicle","AUDI","A4","2016","Gasoline","84058","a. 6,000 and less","6000",2022-07-11,88.7106256777413,3.57231511776135,-2.58824868837803,7.90132086071517,0.055805758631695
189,"7/14/2022","10:54:20",24.8,0.835,"Univ Ave","Passenger Vehicle","TOYOTA","COROLLA","2013","Gasoline","84606","a. 6,000 and less","6000",2021-09-21,7.55266993507354,1.24931382384675,-0.149065853981715,0.279959870525658,0.0957807264949176
190,"7/14/2022","10:55:15",NA,NA,"Univ Ave","Truck","NISSAN","TITAN","2017","Gasoline","84601","b. 6,001 - 10,000","8000",2021-11-02,0,-13.9038296041308,-0.45814636095402,0.87355160437669,NA
191,"7/14/2022","10:55:16",35.7,-0.371,"Univ Ave","Truck","FORD","BRONCO","2021","Gasoline","84042","b. 6,001 - 10,000","8000",NA,7.52892692978285,4.81549411649269,0.253322917374273,0.0272664145702662,0.164919351795243
192,"7/14/2022","10:55:18",39.2,0.098,"Univ Ave","Truck","RAM","1500 CLASSIC","2019","Gasoline","84115","b. 6,001 - 10,000","8000",2021-10-15,34.1169571938803,-8.92143199835508,1.7420209727902,0.689383381691074,NA
193,"7/14/2022","10:55:43",30.5,0.394,"Univ Ave","Passenger Vehicle","SUBARU","IMPREZA","2020","Gasoline","84601","a. 6,000 and less","6000",2022-05-04,8.54352597889092,9.99686424431104,0.149276992378424,0.0502753644142427,0.634849699662202
194,"7/14/2022","10:55:56",NA,NA,"Univ Ave","Truck","FORD","F150","2015","Gasoline","84057","b. 6,001 - 10,000","8000",2021-12-09,11.6720163408229,-0.500229271749552,-0.277115647702167,0.546794174602754,NA
195,"7/14/2022","10:56:17",36.8,-1.385,"Univ Ave","Truck","RAM","2500","2019","Gasoline","84660","b. 6,001 - 10,000","10000",2021-06-17,9.38905051573658,3.11708920542562,-0.357048399894208,0.373342275286205,0.98849510711452
196,"7/14/2022","10:56:38",NA,NA,"Univ Ave","Truck","CHEVROLET","P30","1992","Gasoline","84601","c. 10,001 - 14,000","12000",2022-06-28,228.062945888171,3.35922351530047,30.0839989845064,2.35260624970105,0.795470015342784
197,"7/14/2022","10:57:07",NA,NA,"Univ Ave","Truck","CHEVROLET","EX3 EXP","2001","Gasoline","84601","b. 6,001 - 10,000","8000",2022-03-09,73.462128339627,23.3716355173741,12.5451773677728,1.43900157787078,NA
198,"7/14/2022","10:57:09",NA,NA,"Univ Ave","Truck","CHEVROLET","SILVERADO K1500","2011","Gasoline","84062","b. 6,001 - 10,000","8000",2022-04-21,16.5911139561315,15.3556451778459,0.106377221091057,0.460034824542905,-0.903553185811145
199,"7/14/2022","10:57:24",35.3,-1.039,"Univ Ave","Truck","TOYOTA","SIENNA","2011","Gasoline","84501","a. 6,000 and less","6000",NA,7.25833058396569,5.59928359334496,-0.769194513833247,0.162652589904322,-1.1252297685818
200,"7/14/2022","10:58:42",40.6,1.013,"Univ Ave","Truck","FORD","EXPLORER","2014","Gasoline","84663","b. 6,001 - 10,000","10000",2021-10-30,-0.398771782908641,-0.751969647770581,1.23049578726095,0.0903882707926254,0.157230017261121
201,"7/26/2022","10:00:23",56.5,-1.435,"Timp Hwy East","Truck","HONDA","PILOT","2016","Gasoline","84004","a. 6,000 and less","6000",2021-01-06,6.27787441635386,15.7432648310112,0.0630590064142687,0.154844893528371,NA
202,"7/26/2022","10:00:32",49,0.223,"Timp Hwy East","Truck","TOYOTA","TUNDRA CREWMAX LIMITED","2010","Gasoline","84095","b. 6,001 - 10,000","8000",2022-06-20,5.67042937018673,6.79697978991153,-0.2105217548566,0.0472378792217383,NA
